psp_spe_snds,ann,age_ben_snds,nb,total_nb,ratio
32,23,60,927708,5648947,0.16422671340340067
32,23,70,1065989,5648947,0.18870578888419381
32,23,80,711670,5648947,0.12598277165638128
32,23,99,2758,5648947,0.0004882325856482633
32,24,0,175326,2946900,0.05949506260816451
32,24,20,247974,2946900,0.08414740914181004
32,24,30,298200,2946900,0.10119108215412807
32,24,40,356145,2946900,0.12085411788659269
32,24,50,432413,2946900,0.14673487393532186
32,24,60,486361,2946900,0.1650415691065187
32,24,70,565366,2946900,0.19185109776375173
32,24,80,383715,2946900,0.13020971190064135
32,24,99,1400,2946900,0.0004750755030710238
33,20,0,990779,10360065,0.09563443858701659
33,20,20,1182619,10360065,0.11415169692468145
33,20,30,1454513,10360065,0.14039612685827743
33,20,40,1750383,10360065,0.16895482798611786
33,20,50,1886124,10360065,0.1820571589077868
33,20,60,1496095,10360065,0.14440980823962013
33,20,70,1024801,10360065,0.09891839481702093
33,20,80,571072,10360065,0.05512243407739237
33,20,99,3679,10360065,0.0003551136020864734
33,21,0,1112759,10804401,0.10299127179748327
33,21,20,1298230,10804401,0.12015751729318451
33,21,30,1525751,10804401,0.1412156953448877
33,21,40,1796944,10804401,0.1663159299622441
33,21,50,1931734,10804401,0.1787914017630408
33,21,60,1529402,10804401,0.14155361319891774
33,21,70,1047990,10804401,0.0969965850027225
33,21,80,558175,10804401,0.05166181817946224
33,21,99,3416,10804401,0.000316167458057138
33,22,0,1203865,11147712,0.10799211533272478
33,22,20,1394261,11147712,0.12507149449142568
33,22,30,1562252,11147712,0.14014104418915738
33,22,40,1811153,11147712,0.16246858548193566
33,22,50,1957511,11147712,0.17559755759746934
33,22,60,1555655,11147712,0.13954926356188607
33,22,70,1092563,11147712,0.09800782438584707
33,22,80,567200,11147712,0.050880395905455754
33,22,99,3252,11147712,0.00029171905409827595
33,23,0,1313420,11844457,0.11088900065237267
33,23,20,1561390,11844457,0.13182453193084326
33,23,30,1675391,11844457,0.1414493716343434
33,23,40,1876306,11844457,0.15841215853120155
33,23,50,2049123,11844457,0.1730026965356031
33,23,60,1623308,11844457,0.1370521248884605
33,23,70,1150626,11844457,0.09714468126314275
33,23,80,592111,11844457,0.04999055676423157
33,23,99,2782,11844457,0.00023487779980120658
33,24,0,691267,6166686,0.11209699991210838
33,24,20,841048,6166686,0.13638573457445377
33,24,30,876288,6166686,0.14210031125307823
33,24,40,958604,6166686,0.15544880994427152
33,24,50,1046258,6166686,0.16966292754325418
33,24,60,839097,6166686,0.13606935718796126
33,24,70,599843,6166686,0.09727153287843746
33,24,80,312756,6166686,0.050717030184445906
33,24,99,1525,6166686,0.0002472965219892824
34,20,0,52461,1269523,0.0413233946923372
34,20,20,46870,1269523,0.03691937838069889
34,20,30,67896,1269523,0.05348150447057674
34,20,40,84461,1269523,0.06652971234077681
34,20,50,120241,1269523,0.09471352626143835
34,20,60,172181,1269523,0.1356265305945619
34,20,70,264663,1269523,0.2084743639934054
34,20,80,460398,1269523,0.36265431977207185
34,20,99,352,1269523,0.00027726949413283574
34,21,0,51437,1328407,0.03872081372651605
34,21,20,50452,1328407,0.0379793241077471
34,21,30,70988,1328407,0.05343844168240607
34,21,40,88931,1328407,0.06694559724542253
34,21,50,123415,1328407,0.09290450893438532
34,21,60,177669,1328407,0.13374590769244668
34,21,70,285569,1328407,0.2149710141545475
34,21,80,479658,1328407,0.3610775914309395
34,21,99,288,1328407,0.00021680102558929606
34,22,0,61545,1535703,0.040076108466285475
34,22,20,60788,1535703,0.03958317461123668
34,22,30,81390,1535703,0.05299852901244577
34,22,40,103996,1535703,0.06771882323600331
34,22,50,143469,1535703,0.09342236096432709
34,22,60,208647,1535703,0.13586416123430117
34,22,70,335208,1535703,0.2182765808232451
34,22,80,540486,1535703,0.35194695849392754
34,22,99,174,1535703,0.00011330315822786047
34,23,0,75583,1864084,0.04054699251750458
34,23,20,76758,1864084,0.04117732891865388
34,23,30,100413,1864084,0.053867207700940514
34,23,40,128691,1864084,0.0690371249364299
34,23,50,177293,1864084,0.0951099843140116
34,23,60,257031,1864084,0.13788595363728243
34,23,70,409988,1864084,0.21994073228459662
34,23,80,638137,1864084,0.34233274895337334
34,23,99,190,1864084,0.00010192673720712157
34,24,0,39054,979843,0.039857405727244055
34,24,20,39766,979843,0.040584052751308115
34,24,30,51075,979843,0.05212569768830313
34,24,40,65199,979843,0.066540251856675
34,24,50,89551,979843,0.09139321299432664
34,24,60,133681,979843,0.13643104048301616
34,24,70,221470,979843,0.22602600620711685
34,24,80,339965,979843,0.34695864541564314
34,24,99,82,979843,8.368687636692818e-05
35,20,0,119264,2970815,0.04014521267732928
35,20,20,153134,2970815,0.051546124548314184
35,20,30,241202,2970815,0.081190515060682
35,20,40,314181,2970815,0.10575582794620332
35,20,50,426433,2970815,0.14354074555298799
35,20,60,560250,2970815,0.18858461398639767
35,20,70,615640,2970815,0.20722932932545446
35,20,80,535570,2970815,0.1802771293399286
35,20,99,5141,2970815,0.0017305015627024907
35,21,0,125663,3102926,0.0404982265126529
35,21,20,158156,3102926,0.05096995545494801
35,21,30,249388,3102926,0.08037188125014905
35,21,40,326167,3102926,0.10511594540121164
35,21,50,442880,3102926,0.14272979761683005
35,21,60,579524,3102926,0.1867669419122467
35,21,70,662496,3102926,0.213506864166274
35,21,80,553259,3102926,0.17830235074893827
35,21,99,5393,3102926,0.0017380369367493778
35,22,0,125139,3176344,0.03939718116173815
35,22,20,158807,3176344,0.04999678876091507
35,22,30,249353,3176344,0.07850314701430323
35,22,40,328352,3176344,0.10337419372712779
35,22,50,454520,3176344,0.1430953322436109
35,22,60,593439,3176344,0.1868308344436245
35,22,70,693748,3176344,0.21841085222507386
35,22,80,567712,3176344,0.17873127092027816
35,22,99,5274,3176344,0.0016603995033283548
35,23,0,120733,3230773,0.03736969449726118
35,23,20,160367,3230773,0.04963734685166677
35,23,30,253488,3230773,0.07846047989134489
35,23,40,335163,3230773,0.10374080754048644
35,23,50,456998,3230773,0.14145159687789888
35,23,60,597235,3230773,0.18485823671300955
35,23,70,719762,3230773,0.22278321627672387
35,23,80,582081,3230773,0.18016771837575712
35,23,99,4946,3230773,0.0015309029758512902
35,24,0,62914,1664422,0.03779930810816007
35,24,20,84589,1664422,0.050821846863355565
35,24,30,129327,1664422,0.0777008475014149
35,24,40,170568,1664422,0.10247881847271906
35,24,50,233845,1664422,0.14049622030951286
35,24,60,305969,1664422,0.18382898087143765
35,24,70,374085,1664422,0.22475369828084465
35,24,80,300542,1664422,0.180568389506988
35,24,99,2583,1664422,0.0015518900855672419
36,20,0,502083,779153,0.6443959017035165
36,20,20,60336,779153,0.07743793580978318
36,20,30,50437,779153,0.06473311403536917
36,20,40,46631,779153,0.059848322473249796
36,20,50,40940,779153,0.05254423713956052
36,20,60,35011,779153,0.04493469190261733
36,20,70,28768,779153,0.03692214494457443
36,20,80,14890,779153,0.019110495627944705
36,20,99,57,779153,7.315636338434172e-05
36,21,0,545860,832938,0.6553428946692311
36,21,20,69234,832938,0.08312023223817379
36,21,30,54966,832938,0.06599050589599706
36,21,40,48677,832938,0.058440123994823144
36,21,50,41729,832938,0.050098566760070976
36,21,60,33353,832938,0.040042596207640904
36,21,70,26125,832938,0.03136487949883425
36,21,80,12895,832938,0.015481344349759526
36,21,99,99,832938,0.00011885638546926662
36,22,0,541319,825671,0.6556110121343731
36,22,20,66525,825671,0.08057083269244045
36,22,30,54319,825671,0.06578770478798456
36,22,40,48352,825671,0.058560855352797904
36,22,50,42408,825671,0.051361862049169704
36,22,60,33532,825671,0.04061181753991602
36,22,70,25738,825671,0.031172222350064373
36,22,80,13422,825671,0.016255869468589788
36,22,99,56,825671,6.782362466406111e-05
36,23,0,543373,814221,0.6673532124570601
36,23,20,65230,814221,0.08011338444967644
36,23,30,52244,814221,0.06416439762668857
36,23,40,46480,814221,0.05708523852860587
36,23,50,39635,814221,0.04867843005768704
36,23,60,30492,814221,0.0374492920226818
36,23,70,24246,814221,0.029778156053454775
36,23,80,12480,814221,0.015327533925064571
36,23,99,41,814221,5.035487908074098e-05
36,24,0,273715,406489,0.6733638548644613
36,24,20,32482,406489,0.07990868141573326
36,24,30,25802,406489,0.0634752723935949
36,24,40,22441,406489,0.05520690596793517
36,24,50,19033,406489,0.04682291525723943
36,24,60,15142,406489,0.03725070051096094
36,24,70,12152,406489,0.029895027909734334
36,24,80,5712,406489,0.014052040768630885
36,24,99,10,406489,2.4600911709787965e-05
37,20,0,89734,1556605,0.05764725155065029
37,20,20,169680,1556605,0.10900645957066822
37,20,30,225512,1556605,0.14487426161421812
37,20,40,232019,1556605,0.14905451286614138
37,20,50,248460,1556605,0.15961660151419274
37,20,60,257716,1556605,0.1655628756171283
37,20,70,197373,1556605,0.12679710009925446
37,20,80,134995,1556605,0.0867239922780667
37,20,99,1116,1556605,0.0007169448896797839
37,21,0,91572,1598868,0.05727302066211845
37,21,20,175220,1598868,0.10959003494972692
37,21,30,226275,1598868,0.14152200181628502
37,21,40,233688,1598868,0.14615840707300415
37,21,50,251397,1598868,0.15723436831558327
37,21,60,267775,1598868,0.16747786558990485
37,21,70,210846,1598868,0.13187204947500356
37,21,80,140984,1598868,0.08817738550024141
37,21,99,1111,1598868,0.0006948666181323287
37,22,0,85986,1628857,0.052789164426343134
37,22,20,185310,1628857,0.11376689298078346
37,22,30,232469,1628857,0.14271909688818601
37,22,40,235955,1628857,0.14485924792661356
37,22,50,256090,1628857,0.15722067683044
37,22,60,270117,1628857,0.16583223696125565
37,22,70,217980,1628857,0.13382390228239802
37,22,80,143974,1628857,0.08838958852741524
37,22,99,976,1628857,0.0005991931765649164
37,23,0,79801,1600123,0.04987179110605872
37,23,20,182611,1600123,0.11412310178655016
37,23,30,227848,1600123,0.14239405345714048
37,23,40,232067,1600123,0.14503072576295697
37,23,50,250995,1600123,0.15685981640161412
37,23,60,261840,1600123,0.1636374203733088
37,23,70,218901,1600123,0.13680260829948698
37,23,80,145288,1600123,0.09079801990222001
37,23,99,772,1600123,0.00048246291066374273
37,24,0,38003,805255,0.04719374608043415
37,24,20,94324,805255,0.1171355657524635
37,24,30,114090,805255,0.14168182749563804
37,24,40,115312,805255,0.1431993592091946
37,24,50,124768,805255,0.15494222327088936
37,24,60,132508,805255,0.16455408535184507
37,24,70,111824,805255,0.13886781205953394
37,24,80,74009,805255,0.09190753239657003
37,24,99,417,805255,0.0005178483834313354
38,20,0,30400,303351,0.10021394358350558
38,20,20,29951,303351,0.09873381000886762
38,20,30,40946,303351,0.13497895177533617
38,20,40,37454,303351,0.12346753430844137
38,20,50,42676,303351,0.14068191632795013
38,20,60,43941,303351,0.14485200312509272
38,20,70,42574,303351,0.14034567217513705
38,20,80,35358,303351,0.11655804661926283
38,20,99,51,303351,0.00016812207640653896
38,21,0,31867,335732,0.09491797028582322
38,21,20,31749,335732,0.09456649946981521
38,21,30,43972,335732,0.13097351458901743
38,21,40,40105,335732,0.11945539894916184
38,21,50,46268,335732,0.13781230266998679
38,21,60,49207,335732,0.146566308841576
38,21,70,50315,335732,0.14986656023256645
38,21,80,42214,335732,0.1257371951437456
38,21,99,35,335732,0.00010424981830745952
38,22,0,35752,380463,0.09396971584621895
38,22,20,34988,380463,0.09196163621692517
38,22,30,50156,380463,0.1318288506372499
38,22,40,45033,380463,0.11836367793977338
38,22,50,51625,380463,0.13568993568362758
38,22,60,57304,380463,0.15061648570294614
38,22,70,59747,380463,0.15703760943902562
38,22,80,45819,380463,0.12042958185158609
38,22,99,39,380463,0.00010250668264719566
38,23,0,38286,419887,0.09118167506972114
38,23,20,39063,419887,0.09303217294176766
38,23,30,55692,419887,0.13263568531533484
38,23,40,50021,419887,0.11912967060185241
38,23,50,56438,419887,0.13441235379995095
38,23,60,64246,419887,0.15300783305984705
38,23,70,66147,419887,0.1575352416245323
38,23,80,49939,419887,0.11893437996413321
38,23,99,55,419887,0.00013098762286043627
38,24,0,19935,211420,0.09429098476965282
38,24,20,19907,211420,0.09415854696812033
38,24,30,29138,211420,0.1378204521804938
38,24,40,24752,211420,0.11707501655472519
38,24,50,28316,211420,0.13393245672121842
38,24,60,32172,211420,0.15217103396083625
38,24,70,32426,211420,0.15337243401759532
38,24,80,24703,211420,0.11684325040204332
38,24,99,71,211420,0.0003358244253145398
42,20,0,390269,6427152,0.06072191851071828
42,20,20,624237,6427152,0.09712497852859245
42,20,30,778621,6427152,0.1211455711643353
42,20,40,825860,6427152,0.12849548291373847
42,20,50,1005064,6427152,0.15637781711090698
42,20,60,1162324,6427152,0.18084588632725662
42,20,70,1040913,6427152,0.1619555597876011
42,20,80,588978,6427152,0.09163903389868483
42,20,99,10886,6427152,0.0016937517581659808
42,21,0,421594,6712521,0.06280710332228383
42,21,20,681009,6712521,0.10145353735206192
42,21,30,824388,6712521,0.12281347052768997
42,21,40,858561,6712521,0.12790440432141664
42,21,50,1029206,6712521,0.15332629871846956
42,21,60,1191278,6712521,0.17747102765116116
42,21,70,1095069,6712521,0.16313826057303954
42,21,80,600847,6712521,0.08951137732008585
42,21,99,10569,6712521,0.00157452021379151
42,22,0,446036,7024213,0.06349978282264504
42,22,20,732608,7024213,0.10429752059056295
42,22,30,850506,7024213,0.12108203438591626
42,22,40,885148,7024213,0.12601383243930672
42,22,50,1069462,7024213,0.15225364037223815
42,22,60,1230296,7024213,0.17515072507055238
42,22,70,1160229,7024213,0.16517565740104978
42,22,80,639776,7024213,0.09108152044933718
42,22,99,10152,7024213,0.0014452864683915478
42,23,0,451166,7365217,0.06125630785895378
42,23,20,800287,7365217,0.10865762678818561
42,23,30,891274,7365217,0.12101123429221433
42,23,40,923667,7365217,0.12540933960262135
42,23,50,1109655,7365217,0.1506615487364459
42,23,60,1281109,7365217,0.17394042836755522
42,23,70,1223055,7365217,0.16605824376932818
42,23,80,675274,7365217,0.09168419613434337
42,23,99,9730,7365217,0.0013210744503522436
42,24,0,225182,3753047,0.05999978151086304
42,24,20,415647,3753047,0.11074921257314391
42,24,30,447129,3753047,0.1191375967314025
42,24,40,462835,3753047,0.12332246305468597
42,24,50,560449,3753047,0.14933172965859473
42,24,60,653318,3753047,0.17407669021997327
42,24,70,631355,3753047,0.16822464520161884
42,24,80,352557,3753047,0.09393887153558163
42,24,99,4575,3753047,0.001219009514136114
80,20,0,24794,229206,0.1081734335052311
80,20,20,15993,229206,0.06977566032302819
80,20,30,22608,229206,0.09863616135703254
80,20,40,27248,229206,0.1188799595124037
80,20,50,33175,229206,0.14473879392337025
80,20,60,36479,229206,0.1591537743340052
80,20,70,38923,229206,0.16981667146584295
80,20,80,29986,229206,0.13082554557908607
80,21,0,35257,290972,0.12116973454490466
80,21,20,20339,290972,0.06990019658248904
80,21,30,26272,290972,0.0902904746848494
80,21,40,33196,290972,0.1140865787773394
80,21,50,41774,290972,0.14356707861924858
80,21,60,46104,290972,0.15844823556905818
80,21,70,50265,290972,0.17274858061944104
80,21,80,37765,290972,0.12978912060266967
80,22,0,32069,252229,0.12714239837607888
80,22,20,19978,252229,0.07920580107759219
80,22,30,23733,252229,0.09409306622156849
80,22,40,28138,252229,0.11155735462615322
80,22,50,36285,252229,0.14385736770950208
80,22,60,39216,252229,0.15547776028926094
80,22,70,41882,252229,0.1660475203089256
80,22,80,30928,252229,0.12261873139091857
80,23,0,39516,314749,0.12554765861051187
80,23,20,25157,314749,0.07992718007046885
80,23,30,29360,314749,0.09328067761930936
80,23,40,33888,314749,0.10766674397694671
80,23,50,43960,314749,0.1396668456452602
80,23,60,49535,314749,0.15737937213462155
80,23,70,52643,314749,0.16725390708151575
80,23,80,40690,314749,0.12927761486136571
80,24,0,23929,196582,0.12172528512274776
80,24,20,16077,196582,0.08178266575780081
80,24,30,17388,196582,0.08845163850199916
80,24,40,21115,196582,0.1074106479738735
80,24,50,26282,196582,0.13369484489932953
80,24,60,30508,196582,0.1551922353012992
80,24,70,33905,196582,0.17247255598172773
80,24,80,27378,196582,0.13927012646122228
99,20,0,269638,2795586,0.096451334353513
99,20,20,188771,2795586,0.06752466209231267
99,20,30,245227,2795586,0.08771935472562818
99,20,40,270999,2795586,0.09693817324882868
99,20,50,348663,2795586,0.12471911076962039
99,20,60,426319,2795586,0.15249718663636175
99,20,70,461100,2795586,0.16493858532701194
99,20,80,543538,2795586,0.19442721490234963
99,20,99,41331,2795586,0.014784377944373739
99,21,0,195,5746,0.033936651583710405
99,21,20,964,5746,0.1677688827010094
99,21,30,1438,5746,0.25026105116602854
99,21,40,864,5746,0.15036547163243996
99,21,50,563,5746,0.09798120431604594
99,21,60,689,5746,0.11990950226244344
99,21,70,580,5746,0.10093978419770275
99,21,80,452,5746,0.07866341802993387
99,21,99,1,5746,0.0001740341106856944
99,22,0,3009,38159,0.07885426766948819
99,22,20,4365,38159,0.1143897900888388
99,22,30,5867,38159,0.15375140857988942
99,22,40,5191,38159,0.1360360596451689
99,22,50,5304,38159,0.13899735318011477
99,22,60,5387,38159,0.14117246259073876
99,22,70,5188,38159,0.1359574412327367
99,22,80,3844,38159,0.10073639246311486
99,22,99,4,38159,0.00010482454990958882
99,23,0,2172,21666,0.10024923843810579
99,23,20,3159,21666,0.14580448629188592
99,23,30,4164,21666,0.19219052893935198
99,23,40,2866,21666,0.1322809932613311
99,23,50,2520,21666,0.11631127111603434
99,23,60,2392,21666,0.11040339702760085
99,23,70,2322,21666,0.10717252838548878
99,23,80,2071,21666,0.09558755654020124
99,24,0,1139,11878,0.09589156423640344
99,24,20,1718,11878,0.14463714430038727
99,24,30,1951,11878,0.16425324128641186
99,24,40,1426,11878,0.12005388112476847
99,24,50,1295,11878,0.10902508839872033
99,24,60,1355,11878,0.11407644384576528
99,24,70,1392,11878,0.117191446371443
99,24,80,1601,11878,0.1347870011786496
99,24,99,1,11878,8.418925745074928e-05
