BOR;AN;nofinesset;nofinessej;UNV;LIT_UNV;SEJ_UNV;JOU_UNV;EFFPL_PM;EFFPA_PM;ETP_PM;GAR_PM;AST_PM;EFFPL_NEU;EFFPA_NEU;ETP_NEU;GAR_NEU;AST_NEU;EFFPL_PNM;EFFPA_PNM;ETP_PNM
MCOAVC;2020;010000024;010780054;1;20;721;5746;;6;2.76;0;1;;6;2.76;0;1;20;11;25.59
MCOAVC;2020;020000162;020000063;1;21;579;4941;5;1;5.6;0;1;5;1;5.6;0;1;10;34;28.52
MCOAVC;2020;020000519;020000261;1;21;1115;6645;5;;5;0;1;5;;5;;;8;0;9.83
MCOAVC;2020;030000079;030780100;1;18;513;4579;4;1;4.38;0;1;4;1;4.38;0;1;;;
MCOAVC;2020;030000087;030780118;1;12;370;3085;1;;0.5;0;1;1;;0.5;0;1;10;4;13.09
MCOAVC;2020;060000544;060780988;1;22;877;6235;1;5;3.32;0;1;1;4;2.82;0;1;8;45;25.37
MCOAVC;2020;060785003;060785011;1;24;744;7696;2;3;4.36;1;0;2;1;4.16;1;0;650;117;647.01
MCOAVC;2020;100000090;100000017;1;16;662;4872;0;5;1.65;0;1;0;5;1.65;0;1;1;36;21.6
MCOAVC;2020;110000023;110780061;1;18;757;4043;;6;1.89;0;1;;6;1.89;0;1;43;13;32.25
MCOAVC;2020;110000056;110780137;1;4;948;6528;1;3;2.81;0;1;1;3;2.81;0;1;9;3;8.81
MCOAVC;2020;120000039;120780044;1;8;539;2018;7;1;7.23;0;1;6;1;6.23;0;1;23;16;32.08
MCOAVC;2020;130000409;130041916;1;4;649;1130;0;3;0.32;1;0;0;3;0.32;1;0;4;7;7.85
MCOAVC;2020;130783293;130786049;1;22;1031;6861;8;11;8.91;;;7;8;7.97;;;53;5;54.46
MCOAVC;2020;130784051;130037823;1;3;736;3293;3;;3;0;0;;;;0;0;11;1;10.99
MCOAVC;2020;140000027;140000035;1;13;602;3450;5;;1.8;0;1;4;;1.33;0;1;;;
MCOAVC;2020;140000209;140000100;1;26;1241;9019;2;2;1.23;0;1;2;2;1.23;0;1;29;16;36.39
MCOAVC;2020;160000253;160000451;1;10;567;2895;3;2;3.75;0;1;3;2;3.75;0;1;24;25;37.43
MCOAVC;2020;170000087;170024194;1;19;1086;5913;8;2;2.48;0;1;8;2;2.48;0;1;10;8;17.13
MCOAVC;2020;170000103;170780175;1;18;758;2686;5;1;1.76;0;1;4;0;1.2;0;1;100;25;55.22
MCOAVC;2020;180000010;180000028;1;12;472;3634;;4;1.6;0;1;;4;1.6;0;1;6;35;21.33
MCOAVC;2020;210987558;210780581;1;10;903;2959;;6;1.35;1;;;6;1.35;1;;18;5;17.39
MCOAVC;2020;220000012;220000020;1;27;1248;8823;6;2;7.54;0;1;6;2;7.54;0;1;39;25;49.59
MCOAVC;2020;240000489;240000117;1;22;781;5060;4;;4;0;1;3;;3;0;;17;0;16.3
MCOAVC;2020;250006954;250000015;1;24;889;8294;0;6;3.21;1;0;;;;1;0;28;23;43.44
MCOAVC;2020;260000013;260000021;1;20;854;6003;10;;1.8;1;0;10;;1.8;1;0;32;24;31.25
MCOAVC;2020;260000138;260000047;1;14;324;3105;4;2;4.76;0;1;4;2;4.76;0;1;28;7;33.25
MCOAVC;2020;270000359;270023724;1;0;183;655;;;;;;;;;;;;;4.04
MCOAVC;2020;280000084;280000183;1;4;289;1066;4;2;0.99;0;1;4;2;0.99;;;19;2;6.83
MCOAVC;2020;280504267;280000134;1;16;567;4099;4;2;2.26;0;1;4;2;2.26;0;1;13;3;11.46
MCOAVC;2020;290000025;290020700;1;6;725;4115;1;5;2;0;1;1;5;2;0;1;32;12;11.22
MCOAVC;2020;290004324;290000017;1;22;1018;7812;5;10;6;1;0;5;10;6;1;0;24;30;35.31
MCOAVC;2020;2A0000022;2A0000014;1;9;601;2861;;4;3.11;0;1;;;;0;1;26;3;25.52
MCOAVC;2020;300782117;300780038;1;12;1096;3849;11;5;10.28;1;0;10;5;9.9;1;0;38;2;33.85
MCOAVC;2020;310781000;310788880;1;15;415;3345;;5;1;0;1;;5;1;0;1;8;3;11.31
MCOAVC;2020;310783048;310781406;1;69;3340;20565;10;5;9.37;1;1;8;5;7.95;1;1;102;21;105.44
MCOAVC;2020;320000086;320780117;1;14;1080;3878;0;3;0.3;0;0;0;3;0.3;0;0;0;39;14.35
MCOAVC;2020;330000555;330781204;1;12;536;3106;6;1;2;;1;6;1;1;;1;50;9;15.55
MCOAVC;2020;330000605;330781253;1;17;581;4557;;3;1.05;0;1;;3;1.05;0;1;18;2;19.99
MCOAVC;2020;330781360;330781196;1;48;1819;15530;3;;1.92;1;1;3;;1.92;1;1;133;22;110.45
MCOAVC;2020;340000033;340780055;1;26;1126;8161;;2;0.8;;1;;2;0.8;;1;13;20;21.15
MCOAVC;2020;340015502;340000512;1;16;562;3889;10;;10;0;1;7;;7;0;1;22;;14.56
MCOAVC;2020;340782085;340780477;1;16;1249;5526;;4;1.55;0;1;;3;1.4;0;1;;;
MCOAVC;2020;350000147;350000022;1;14;979;5514;;7;1.62;0;1;;7;1.62;0;1;20;22;33.24
MCOAVC;2020;350000741;350005179;1;26;1186;7902;10;2;2.86;;;10;2;2.86;;;47;9;52.48
MCOAVC;2020;370000861;370000481;1;30;1803;9783;7;6;6.45;0;0;7;6;6.45;0;0;48;18;54.83
MCOAVC;2020;380000067;380780080;1;27;898;6400;6;2;3.82;1;0;6;1;3.78;1;0;41;12;47.82
MCOAVC;2020;380000174;380781435;1;14;363;2063;0;4;1.4;0;1;;4;1.4;0;1;1;41;15.74
MCOAVC;2020;380000406;380780080;1;0;;;;1;0.1;;;;1;0.1;;;;;
MCOAVC;2020;390000040;390780146;1;3;391;674;;2;0.13;0;1;;2;0.13;0;1;;;
MCOAVC;2020;400000105;400780193;1;16;654;5667;;6;1.28;0;1;;6;1.28;0;1;18;18;25.73
MCOAVC;2020;400000139;400011177;1;13;546;4143;;5;2.63;0;1;;5;2.52;0;1;0;36;21
MCOAVC;2020;420000010;420780033;1;16;545;4082;7;1;1.67;0;1;4;0;0.77;0;1;39;12;23.98
MCOAVC;2020;420785354;420784878;1;22;610;6739;3;1;3.8;1;0;3;;3;1;0;45;18;42.48
MCOAVC;2020;430000117;430000018;1;11;494;3282;0;1;0.27;0;1;0;1;0.27;0;1;4;5;5.85
MCOAVC;2020;440000016;440000057;1;14;660;5047;6;;5.17;0;1;6;;5.17;0;1;1;31;18.62
MCOAVC;2020;440017598;440000289;1;23;1270;8257;8;3;2.25;1;0;8;3;2.25;1;0;22;18;33.84
MCOAVC;2020;450002613;450000088;1;18;866;5573;0;5;3.38;1;1;0;3;1.58;1;1;19;11;28.14
MCOAVC;2020;460000110;460780216;1;12;560;2880;2;0;2;0;1;2;0;2;0;1;23;2;24.15
MCOAVC;2020;470000423;470016171;1;17;880;4270;0;6;1.65;0;1;0;6;1.65;0;1;12;17;20.59
MCOAVC;2020;490000049;490000031;1;20;1044;6690;0;2;1.18;1;0;0;2;1.18;1;0;26;22;25.37
MCOAVC;2020;500000187;500000013;1;18;715;4999;;12;2.52;0;0;;;;0;0;10;3;11.95
MCOAVC;2020;500000450;500000112;1;16;612;4778;5;2;5.76;;;5;2;5.76;;;26;16;16.17
MCOAVC;2020;510004302;510000029;1;8;1048;7331;2;;0.6;0;1;2;;0.6;0;1;21;6;20.35
MCOAVC;2020;540001138;540023264;1;36;1661;12582;5;;1.89;1;1;5;;1.89;1;1;42;13;48.35
MCOAVC;2020;550000012;550006795;1;9;278;2657;2;3;2.34;0;1;;;;0;1;5;;3.53
MCOAVC;2020;550000434;550003354;1;16;434;3435;;6;3.81;0;1;;2;0.87;0;0;;49;15.54
MCOAVC;2020;560000127;560023210;1;16;857;5242;3;0;2;0;1;3;0;2;0;1;3;77;42.36
MCOAVC;2020;560000135;560005746;1;18;849;6384;;8;2.47;0;1;;8;2.47;0;1;22;13;23.86
MCOAVC;2020;560000143;560014748;1;15;482;4083;3;;0.65;;;2;;0.35;0;1;30;8;36.41
MCOAVC;2020;570000059;570025254;1;18;529;4260;5;2;4.21;0;1;5;2;4.21;0;1;30;12;35.1
MCOAVC;2020;570000349;570005165;1;12;443;4148;5;0;3.6;0;0;5;0;3.6;0;0;21;6;11.9
MCOAVC;2020;570026682;570005165;1;31;1299;10170;5;0;2.37;0;1;5;0;2.37;0;1;34;9;29.57
MCOAVC;2020;580972693;580780039;1;2;110;427;;4;1.1;0;1;;4;1.1;0;1;;;
MCOAVC;2020;590000337;590781415;1;16;824;4896;;6;1.82;0;1;;1;0.35;0;1;23;19;34.25
MCOAVC;2020;590000535;590781803;1;16;589;3944;6;1;5.7;1;0;6;0;5.5;1;0;10;5;14.27
MCOAVC;2020;590000618;590782215;1;26;1243;8198;9;;7.06;1;1;9;;7.06;1;1;33;16;42.89
MCOAVC;2020;590780284;590051801;1;20;681;5779;2;3;4.2;0;1;2;3;4.2;0;1;20;40;22.81
MCOAVC;2020;590796975;590780193;1;46;1465;11824;6;;4.41;;;6;;4.41;;;78;24;91.26
MCOAVC;2020;590801106;590782421;1;23;808;5776;0;1;0.8;0;1;0;1;0.8;0;1;;;
MCOAVC;2020;590804696;590781902;1;12;474;3286;3;;1;0;1;3;;1;0;1;9;17;15.17
MCOAVC;2020;600000194;600100713;1;20;872;6367;0;3;2.1;;;0;3;2.1;;;29;6;32.94
MCOAVC;2020;600000467;600101984;1;10;347;3340;;9;1.96;0;1;;9;1.96;0;1;;46;16.95
MCOAVC;2020;600113476;600100721;1;11;563;3186;0;9;6.26;;;0;8;6;;;46;15;51.28
MCOAVC;2020;610000051;610780082;1;10;486;2715;1;3;2.55;0;0;;;;;;;38;12.14
MCOAVC;2020;620000034;620100057;1;17;910;4471;;3;1.5;1;0;;3;1.5;1;0;32;7;41.51
MCOAVC;2020;620000224;620100651;1;18;653;4079;1;2;2.1;1;0;1;2;2.1;1;0;15;12;23.76
MCOAVC;2020;620000257;620100685;1;27;967;8391;0;;;;;;;;;;;;
MCOAVC;2020;620000323;620101337;1;15;633;4997;;4;0.77;;;;;;;;4;13;11.24
MCOAVC;2020;620000653;620103440;1;6;809;5693;;8;1.27;;;;8;1.27;;;;;
MCOAVC;2020;630000404;630780989;1;22;864;7225;10;1;3.72;1;0;10;1;3.72;1;0;37;18;48.13
MCOAVC;2020;640000162;640780417;1;8;1138;4307;2;11;5.91;;;2;11;5.91;;;35;8;36.08
MCOAVC;2020;640000600;640781290;1;24;1066;7849;2;10;4.62;0;1;2;10;4.62;0;1;48;27;63.1
MCOAVC;2020;650000417;650783160;1;12;467;3475;1;0;0.3;0;1;1;0;0.3;0;1;13;1;13.8
MCOAVC;2020;660000084;660780180;1;38;1519;11662;6;8;12.6;;;6;8;12.6;;;;55;26.49
MCOAVC;2020;670783273;670780055;1;48;1572;14211;6;3;7.32;1;0;;;;;;53;11;55.65
MCOAVC;2020;680000684;680000973;1;15;573;4798;9;;7.1;0;1;9;;7.1;;;4;3;6.21
MCOAVC;2020;680004546;680020336;1;15;448;6301;;4;2;0;1;;3;1.4;;;5;26;15.7
MCOAVC;2020;690000575;690782222;1;14;668;4185;;5;2.43;0;1;;5;2.43;0;1;;25;13.16
MCOAVC;2020;690784178;690781810;1;35;1986;11985;4;3;2.62;0;0;3;3;2.62;0;0;58;9;59.57
MCOAVC;2020;690784194;690781810;1;40;297;4170;2;;0.4;;;;;;;;10;10;18.98
MCOAVC;2020;700000029;700004591;1;4;347;1411;;3;0.6;;;;;;;;;4;1.71
MCOAVC;2020;710978263;710780958;1;6;917;1854;5;3;3;1;0;5;3;3;1;1;;;
MCOAVC;2020;720000033;720000025;1;17;714;4976;0;4;1.74;0;0;0;3;0.83;0;0;5;28;25.57
MCOAVC;2020;730000031;730000015;1;24;1202;6918;6;2;6.48;;;6;2;6.48;;;56;5;55.02
MCOAVC;2020;740000237;740781133;1;15;690;4671;0;7;2.32;1;0;0;7;2.32;1;0;0;58;30.01
MCOAVC;2020;740000302;740781133;1;9;220;2601;0;0;0;;;;;;;;0;26;5.47
MCOAVC;2020;740781141;740790258;1;8;360;4011;1;3;0.32;0;0;;;;0;0;;;
MCOAVC;2020;750000499;750062036;1;25;1125;8894;1;4;2.7;1;1;1;4;2.7;1;1;204;165;358.19
MCOAVC;2020;750000523;750150120;1;35;1513;9475;5;5;6.69;1;0;5;5;6.69;1;0;43;7;20.46
MCOAVC;2020;750000549;750150229;1;24;1377;6616;4;2;6.56;0;0;1;;3.28;0;0;50;;44.41
MCOAVC;2020;750100042;750712184;1;35;892;7066;7;1;4.8;1;0;7;1;4.8;1;0;41;4;43.5
MCOAVC;2020;750100091;750712184;1;24;859;7213;3;4;6;;;3;4;6;;;40;5;43.65
MCOAVC;2020;750100125;750712184;1;103;774;6498;4;5;7.4;;;4;5;7.4;;;51;7;56.7
MCOAVC;2020;750100232;750712184;1;29;901;7297;8;2;8.76;1;0;8;2;8.76;1;0;16;1;16.23
MCOAVC;2020;760000158;760780239;1;30;1774;10255;2;1;3.94;0;1;2;1;3.94;0;1;73;19;82.63
MCOAVC;2020;760805770;760780726;1;20;1039;6577;3;6;5.3;;;3;6;5.3;;;27;17;32.52
MCOAVC;2020;770000446;770021145;1;26;684;8967;;5;1.14;0;0;;5;1.14;0;0;1;;1
MCOAVC;2020;780000287;780110011;1;12;587;4774;5;1;1.32;0;1;;;;0;1;18;4;13.72
MCOAVC;2020;780000311;780001236;1;15;544;4616;4;4;4.7;0;1;4;4;4.47;0;1;10;2;12.65
MCOAVC;2020;780800256;780110078;1;24;950;6881;4;2;4.5;1;0;4;2;4.5;1;0;27;5;28.93
MCOAVC;2020;790000087;790000012;1;20;1182;6593;5;1;4.5;0;1;;;;0;1;32;12;37.09
MCOAVC;2020;800000143;800000028;1;29;;;;;;0;0;;;;0;0;1;2;1.22
MCOAVC;2020;800006124;800000044;1;23;1057;7561;3;16;6.84;1;;3;16;6.84;1;;43;4;43.46
MCOAVC;2020;810000224;810000471;1;4;350;1543;5;;4.67;0;1;5;;4.67;0;1;;;
MCOAVC;2020;810000505;810000331;1;6;411;1601;0;5;2.97;0;1;0;5;2.97;0;1;24;11;26.34
MCOAVC;2020;810000521;810000380;1;4;261;585;6;;0.96;0;1;6;;0.96;0;1;46;21;13.8
MCOAVC;2020;820000032;820000016;1;6;789;2888;;6;0.54;0;1;;;;0;1;14;21;21.5
MCOAVC;2020;830000345;830100616;1;16;784;4720;2;1;0.76;;;2;1;0.76;;;;48;13.33
MCOAVC;2020;830100574;750821092;1;8;350;1912;6;;6;1;0;6;;6;1;0;24;;24
MCOAVC;2020;840001861;840006597;1;17;819;6124;;;1.68;1;1;;;1.68;1;1;;;28.84
MCOAVC;2020;850000142;850000019;1;17;669;5537;0;7;1.15;;;0;6;0.85;;;;60;35.79
MCOAVC;2020;860000223;860014208;1;20;1051;7116;7;14;12.28;1;0;7;13;12.13;1;1;17;0;16.83
MCOAVC;2020;870000064;870000015;1;26;1036;8006;4;0;2.05;1;0;4;0;2.05;1;0;48;5;50.5
MCOAVC;2020;880000021;880007059;1;12;473;4829;4;1;4.5;0;1;4;1;4.5;0;1;22;11;27.37
MCOAVC;2020;900003039;900000365;1;4;673;8234;3;4;5.41;0;1;3;4;5.24;0;1;20;9;25.73
MCOAVC;2020;910000306;910110055;1;20;667;6728;1;4;2.86;;;;;;;;;3;1.25
MCOAVC;2020;910020254;910002773;1;36;1694;15208;10;5;10.15;1;;7;4;9.15;1;;2;3;5.06
MCOAVC;2020;920000650;920150059;1;26;951;6445;3;0;3;;;3;0;3;;;8;0;10.68
MCOAVC;2020;930000328;930110051;1;28;842;8366;12;2;8.86;1;0;12;1;8.76;1;0;62;2;61.84
MCOAVC;2020;930000336;930110069;1;20;932;8841;2;7;4.78;;;2;7;4.78;;;26;42;42.51
MCOAVC;2020;940100027;750712184;1;23;986;6561;4;;4;1;1;4;;4;1;1;35;3;36.2
MCOAVC;2020;940100043;750712184;1;24;1170;7196;5;;4.33;1;0;5;;4.33;1;0;35;4;37.72
MCOAVC;2020;950000331;950110049;1;36;968;9659;3;16;12.18;;;3;16;12.18;;;23;42;43.68
MCOAVC;2020;950000364;950110080;1;27;836;8194;6;4;7.94;;;6;4;7.94;;;;;
MCOAVC;2020;970100442;970100228;1;16;678;4325;3;;3;;;3;;3;;;14;;14
MCOAVC;2020;970211215;970211207;1;19;769;8289;4;1;2.8;1;1;4;1;2.8;;;32;;24.87
MCOAVC;2020;970400024;970408589;1;16;753;6023;3;;1.1;;;2;;0.5;;;15;1;15.4
MCOAVC;2020;970400057;970408589;1;20;972;6766;;;;;;;;;;;;;
MCOAVC;2019;010000024;010780054;1;20;716;5961;;7;2.17;0;1;;7;2.17;0;1;;;
MCOAVC;2019;020000162;020000063;1;21;699;6450;5;2;6.1;0;1;5;2;6.1;0;1;18;2;18.1
MCOAVC;2019;020000519;020000261;1;6;1145;6569;5;;5;0;1;5;;5;0;1;10;2;11.06
MCOAVC;2019;030000079;030780100;1;18;538;5068;4;1;4.3;0;1;4;1;4.3;0;1;;;
MCOAVC;2019;030000087;030780118;1;14;486;4211;1;;0.5;0;0;1;;0.5;0;0;9;5;12.54
MCOAVC;2019;060000544;060780988;1;22;814;6136;1;5;3.61;0;1;1;4;3.01;0;1;5;41;24.07
MCOAVC;2019;060785003;060785011;1;24;853;7931;6;2;4.44;1;0;6;0;4.33;1;0;664;114;656.02
MCOAVC;2019;100000090;100000017;1;16;727;5085;0;5;1.66;0;1;0;5;1.66;0;1;1;35;21.53
MCOAVC;2019;110000023;110780061;1;16;720;4183;;6;2.23;;;;6;2.23;;;38;14;33.98
MCOAVC;2019;110000056;110780137;1;4;960;7037;1;3;2.81;0;1;1;3;2.81;0;1;26;3;8.93
MCOAVC;2019;120000039;120780044;1;8;509;2288;7;1;6.98;0;1;6;1;6.23;0;1;22;15;31.05
MCOAVC;2019;130000409;130041916;1;4;665;1086;0;3;0.45;1;;0;3;0.45;1;;11;;9.42
MCOAVC;2019;130783293;130786049;1;26;1266;8628;21;26;24.63;;;21;20;23.03;;;142;38;176.26
MCOAVC;2019;130784051;130037823;1;3;456;1688;3;;3;0;0;;;;0;0;8;1;10.99
MCOAVC;2019;140000027;140000035;1;13;704;4105;3;2;4.56;0;0;;;;0;0;19;8;25.23
MCOAVC;2019;140000209;140000100;1;26;1165;8804;3;2;1.87;0;1;3;2;1.87;0;1;27;23;37.87
MCOAVC;2019;160000253;160000451;1;10;586;3188;2;2;3.28;0;1;2;2;3.28;0;1;22;27;36.76
MCOAVC;2019;170000087;170024194;1;19;1090;6085;;9;2.48;0;1;;9;2.48;0;1;16;5;17.1
MCOAVC;2019;170000103;170780175;1;18;691;2499;4;1;1.16;0;1;3;0;0.86;0;1;99;23;32.63
MCOAVC;2019;180000010;180000028;1;12;542;3602;;4;1.64;0;1;;4;1.64;0;1;10;30;20.17
MCOAVC;2019;210987558;210780581;1;10;992;3170;5;;0.95;;;5;;0.95;;;19;;16.66
MCOAVC;2019;220000012;220000020;1;27;1329;8955;6;2;7.54;0;1;6;2;7.54;0;1;34;31;49.64
MCOAVC;2019;240000489;240000117;1;17;815;5450;4;;5.07;0;1;3;;4.92;0;;11;1;11.41
MCOAVC;2019;250006954;250000015;1;24;926;8306;0;6;2.59;1;0;0;6;2.59;1;0;29;22;43.57
MCOAVC;2019;260000013;260000021;1;20;910;6466;9;0;2;1;0;9;0;2;1;0;22;12;31.31
MCOAVC;2019;260000138;260000047;1;12;313;3178;4;2;4.8;0;1;4;2;4.8;0;1;30;7;34.56
MCOAVC;2019;270000359;270023724;1;4;327;1385;0;4;0.2;0;1;0;4;0.2;0;1;;33;9.36
MCOAVC;2019;280000084;280000183;1;4;336;1183;5;2;1.09;0;1;5;2;1.09;;;18;1;7.62
MCOAVC;2019;280504267;280000134;1;16;613;4740;3;7;2.7;0;1;3;7;2.7;0;1;7;4;11.55
MCOAVC;2019;290000025;290020700;1;6;681;4127;1;5;2;0;1;1;5;2;0;1;33;10;11.87
MCOAVC;2019;290004324;290000017;1;22;1074;7578;5;0;1.95;1;0;;;;1;0;11;6;14.67
MCOAVC;2019;2A0000022;2A0000014;1;9;631;3170;;4;2.39;0;1;;;;0;1;27;2;30.47
MCOAVC;2019;300782117;300780038;1;12;898;3008;13;0;9.22;1;0;12;0;8.92;1;0;39;3;25.36
MCOAVC;2019;310781000;310788880;1;15;354;3220;;4;1;0;1;;4;1;0;1;11;1;11.54
MCOAVC;2019;310783048;310781406;1;69;3628;21937;9;5;7.23;1;1;6;5;6.14;1;1;97;21;107.7
MCOAVC;2019;320000086;320780117;1;14;1070;3998;0;3;0.75;0;0;0;3;0.75;0;0;0;32;17.06
MCOAVC;2019;330000555;330781204;1;12;403;3072;6;1;2;0;1;6;1;1;0;1;51;8;15.52
MCOAVC;2019;330000605;330781253;1;13;648;5719;;5;1.27;0;1;;5;1.27;0;1;14;2;15.24
MCOAVC;2019;330781360;330781196;1;48;1883;14144;3;;2.15;1;1;3;;2.15;1;1;130;28;106.79
MCOAVC;2019;340000033;340780055;1;27;1087;8744;;3;2.01;;1;;2;1.04;;1;18;25;39.2
MCOAVC;2019;340015502;340000512;1;16;598;4153;10;;10;0;1;7;;7;0;1;9;;9
MCOAVC;2019;340782085;340780477;1;16;1224;5159;;5;1.64;0;1;;4;1.49;1;1;;;
MCOAVC;2019;350000147;350000022;1;15;1077;6048;;5;1.56;0;1;;5;1.56;0;1;22;38;42.43
MCOAVC;2019;350000741;350005179;1;26;840;5344;8;1;2.77;;;8;1;2.77;;;47;11;38.85
MCOAVC;2019;370000861;370000481;1;30;1918;9967;;;;;;;;;;;50;15;52.9
MCOAVC;2019;380000067;380780080;1;27;1090;8654;3;2;3.51;1;0;3;2;3.51;1;0;43;9;45.64
MCOAVC;2019;380000174;380781435;1;15;444;2880;;5;1.48;0;0;;5;1.48;0;0;1;40;15.69
MCOAVC;2019;390000040;390780146;1;3;434;719;;2;0.13;;0;;2;0.13;;0;;;
MCOAVC;2019;400000105;400780193;1;16;601;5115;;5;0.99;0;1;;5;0.99;0;1;16;20;26.42
MCOAVC;2019;400000139;400011177;1;13;482;4466;0;5;2.22;;;0;4;2.11;;;0;29;19.33
MCOAVC;2019;420000010;420780033;1;16;547;4529;6;2;2.16;0;1;3;0;0.98;0;1;36;13;22.96
MCOAVC;2019;420785354;420784878;1;23;612;7638;3;1;3.8;1;0;3;;3;1;0;38;11;38.93
MCOAVC;2019;430000117;430000018;1;7;457;3431;0;2;0.33;0;1;0;2;0.33;0;1;5;5;6.42
MCOAVC;2019;440000016;440000057;1;14;582;4556;6;2;5.67;0;1;5;2;5.47;0;1;10;17;19.25
MCOAVC;2019;440017598;440000289;1;23;1309;7633;;;;;;;;;;;24;14;33.35
MCOAVC;2019;450002613;450000088;1;18;919;5331;0;4;3.1;;;0;2;1.59;;;21;11;27.55
MCOAVC;2019;460000110;460780216;1;12;657;3201;2;0;2;0;1;2;0;2;0;1;24;2;25
MCOAVC;2019;470000423;470016171;1;18;884;4557;0;6;2.44;0;1;0;6;2.44;0;1;14;26;24.24
MCOAVC;2019;490000049;490000031;1;20;1135;6489;;1;0.08;;;;1;0.08;;;12;17;20.19
MCOAVC;2019;500000187;500000013;1;18;700;5426;3;1;1.64;0;0;1;1;0.18;0;0;14;4;16.42
MCOAVC;2019;500000450;500000112;1;16;628;4828;5;2;5.76;0;1;5;2;5.76;0;1;31;11;24.09
MCOAVC;2019;510004302;510000029;1;8;738;4878;2;;0.6;0;1;2;;0.6;0;1;19;3;18.67
MCOAVC;2019;540001138;540023264;1;36;1702;12176;6;0;2.19;1;1;6;;2.19;1;1;38;16;47.37
MCOAVC;2019;550000012;550006795;1;9;290;2303;2;2;2.05;0;1;;2;0.05;0;1;7;1;3.8
MCOAVC;2019;550000434;550003354;1;12;438;3632;;4;1.51;0;1;;1;0.2;0;0;;50;16.79
MCOAVC;2019;560000127;560023210;1;16;854;5352;3;0;2;0;1;3;0;2;0;1;4;63;43.07
MCOAVC;2019;560000135;560005746;1;18;805;6685;;6;2.32;0;1;;6;2.32;0;1;22;11;19.65
MCOAVC;2019;560000143;560014748;1;15;518;4626;2;0;0.74;;;2;0;0.73;0;1;5;1;5.94
MCOAVC;2019;570000059;570025254;1;18;626;5169;4;2;4.23;0;1;4;2;4.23;0;1;30;13;31.21
MCOAVC;2019;570000349;570005165;1;12;406;4053;3;0;2.97;0;1;;;;;;22;2;11.13
