BOR;AN;nofinesset;nofinessej;EX_NEUCHI;LIT_NEUCHI;EX_REA;EX_POST;EX_NEURAD;LIT_NEURAD;EX_NAV;TELEEXP;TELEEXP_NB;TELECONS;TELECONS_NB;CRAN;CERE;STEREOT;NPED;ENDO;SEJ_ADU;SEJ0_ADU;JOU_ADU;SEJ_PED;SEJ0_PED;JOU_PED;SEJ_REA;JOU_REA;SEJ_POS;JOU_POS;SEJ_END;SEJ0_END;JOU_END
NEUROCHIR;2015;940100027;750712184;1;32;1;1;1;3;1;1;;1;;1;1;0;0;1;2034;722;9146;4;1;26;257;1170;209;1230;175;12;790
NEUROCHIR;2015;940100043;750712184;1;36;1;1;1;10;1;1;450;1;0;1;;1;0;1;1474;173;10334;17;3;95;219;1644;499;1228;247;15;1533
NEUROCHIR;2015;970100442;970100228;1;11;0;1;0;;1;1;;0;;1;1;1;1;0;816;280;3311;4;0;12;77;427;22;83;0;0;0
NEUROCHIR;2015;970211215;970211207;1;18;0;0;;;0;0;;0;;1;0;0;1;0;314;5;3067;1;0;1;29;206;87;1158;2;0;49
NEUROCHIR;2015;970400057;970408589;1;18;1;1;1;1;1;1;778;0;;1;0;1;1;1;967;41;5417;20;2;87;252;1267;10;36;87;3;546
NEUROCHIR;2014;060785003;060785011;1;1;1;8;0;0;1;1;600;1;300;1;1;0;1;1;1910;95;9368;14;2;40;328;1537;351;1428;121;1;540
NEUROCHIR;2014;130000409;130041916;0;0;0;;0;;0;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;130780521;130786049;1;1;1;8;0;;1;0;;0;;1;0;;0;0;1244;21;11355;11;0;59;141;908;203;471;0;0;0
NEUROCHIR;2014;130783293;130786049;1;0;1;8;0;0;;0;;0;;1;1;1;0;1;3753;42;22232;38;1;147;210;2629;873;2179;295;6;2503
NEUROCHIR;2014;130784051;130037823;1;1;1;20;1;3;1;0;;0;;1;1;1;0;1;4504;0;27128;0;0;0;331;5676;295;4346;147;0;1044
NEUROCHIR;2014;130804297;130786049;0;0;0;;0;;1;0;;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;140000209;140000100;1;0;1;5;0;;1;1;2086;0;;1;0;0;0;1;2370;50;15750;15;0;63;232;2385;315;1344;154;11;1642
NEUROCHIR;2014;140017237;140003278;0;0;0;;0;;1;0;;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;210987558;210780581;1;0;1;4;1;;;1;;1;;1;;;0;1;1616;45;7222;6;0;16;179;966;76;466;242;12;1339
NEUROCHIR;2014;250006954;250000015;1;0;0;;0;;1;1;1590;0;;1;0;1;0;1;2000;29;11369;15;0;95;94;829;124;214;127;2;746
NEUROCHIR;2014;290004324;290000017;1;0;0;;0;;1;1;4745;0;;1;0;1;0;1;1966;31;13278;25;0;137;72;785;22;46;39;0;273
NEUROCHIR;2014;2B0000012;2B0000020;1;0;0;;0;;0;0;;0;;1;0;0;0;0;885;40;5309;13;2;39;37;381;37;132;0;0;0
NEUROCHIR;2014;300780152;300000114;1;0;0;2;0;0;1;0;;0;;1;1;1;0;0;1654;1;7379;4;0;13;37;257;231;282;0;0;0
NEUROCHIR;2014;300782117;300780038;1;0;0;;0;;1;1;;1;;1;0;0;0;0;424;6;2842;1;0;7;39;438;38;23;0;0;0
NEUROCHIR;2014;310780283;310000112;1;0;1;;;;1;;;;;1;1;1;0;1;1637;1;8804;4;0;13;27;217;156;856;0;0;0
NEUROCHIR;2014;310781000;310788880;1;0;0;12;1;36;1;0;;0;;1;1;1;0;1;3450;12;15147;13;0;41;85;542;247;766;37;1;129
NEUROCHIR;2014;310783048;310781406;1;1;1;8;1;19;1;1;1094;0;;1;1;1;1;1;2503;34;18948;89;4;390;333;2997;742;2114;304;20;1893
NEUROCHIR;2014;310783055;310781406;;;;;;;;;;;;;;;;;636;13;4454;5;0;23;79;694;134;424;71;2;503
NEUROCHIR;2014;330781360;330781196;1;1;1;10;1;0;;;;;;1;1;0;1;1;2339;52;18828;196;3;959;552;6524;1307;2860;341;35;1288
NEUROCHIR;2014;340015502;340000512;1;0;0;8;;;;;;;;;;;;;1715;1;8623;3;0;9;92;209;588;922;0;0;0
NEUROCHIR;2014;340782085;340780477;1;0;1;12;1;6;1;1;;1;;1;1;1;1;1;2378;41;13643;319;16;1385;132;2225;812;1934;503;100;2302
NEUROCHIR;2014;350000741;350005179;1;0;1;6;0;;;1;2500;1;1500;1;1;1;;1;2453;48;14763;37;0;207;94;862;448;1707;292;18;1071
NEUROCHIR;2014;370000499;370000481;1;0;0;;0;;0;1;;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;370000861;370000481;1;1;1;12;1;;0;1;;0;;1;0;1;1;1;2325;518;9456;13;5;26;179;2425;620;3185;287;57;2367
NEUROCHIR;2014;380000067;380780080;1;1;1;4;0;0;1;1;2555;0;;1;1;0;1;1;2046;53;12189;41;0;212;317;1011;397;1123;177;15;1168
NEUROCHIR;2014;420785354;420784878;1;1;1;1;1;1;1;1;;0;;1;1;0;1;1;2398;294;17663;41;14;111;205;1244;164;452;164;2;1259
NEUROCHIR;2014;440017598;440000289;1;0;0;0;0;0;1;0;;0;;;;;;;1830;162;8951;19;1;79;338;1578;241;336;253;7;1380
NEUROCHIR;2014;450002613;450000088;1;1;0;0;1;0;1;;;;;1;0;1;0;0;903;24;4886;7;0;61;78;951;13;55;0;0;0
NEUROCHIR;2014;490000049;490000031;1;0;1;12;1;1;1;1;;0;0;1;0;0;1;1;1784;22;9436;20;2;71;128;743;8;32;152;10;1017
NEUROCHIR;2014;510004302;510000029;1;0;1;6;1;5;1;0;0;0;0;1;1;0;0;1;2172;298;8078;3;0;15;21;341;606;1537;122;3;810
NEUROCHIR;2014;540001138;540023264;1;1;1;6;1;8;1;1;;1;;1;1;1;0;1;2781;22;25024;13;0;91;234;3167;215;1225;288;25;1584
NEUROCHIR;2014;540002698;540023264;1;0;0;;0;;1;0;;0;;0;0;0;1;1;4;0;20;369;16;2030;0;0;0;0;0;0;0
NEUROCHIR;2014;590000618;590782215;1;1;0;0;0;;1;1;;1;;1;0;0;0;0;1189;12;7876;14;0;74;181;1112;56;218;0;0;0
NEUROCHIR;2014;590780268;590053955;1;1;0;;0;;0;0;;0;;1;0;0;0;0;986;0;4247;0;0;0;31;44;4;24;0;0;0
NEUROCHIR;2014;590796975;590780193;1;1;1;6;1;1;1;1;3639;1;;1;1;1;1;1;7198;2105;32226;922;144;3500;313;4496;26;385;365;35;1999
NEUROCHIR;2014;630000404;630780989;1;1;1;3;1;0;;;;;;;;;;;2921;45;18650;71;3;249;190;2942;20;467;170;5;1488
NEUROCHIR;2014;640000162;640780417;1;0;0;0;0;;0;0;;0;;1;;1;0;0;939;31;6979;11;1;36;46;610;131;237;0;0;0
NEUROCHIR;2014;640780946;640000469;1;0;1;6;0;;1;0;;0;;1;1;1;0;0;238;11;1253;0;0;0;0;0;2;2;0;0;0
NEUROCHIR;2014;660000084;660780180;1;1;1;4;0;;1;0;;0;;1;0;0;0;0;972;49;7027;10;1;40;100;493;89;236;0;0;0
NEUROCHIR;2014;670783273;670780055;1;0;1;6;0;;1;1;;0;;1;1;0;1;1;2158;159;16615;14;6;69;173;1937;22;782;170;10;809
NEUROCHIR;2014;680000684;680000973;1;0;0;;1;1;1;1;1000;1;;1;0;0;0;1;2168;36;14775;15;1;116;194;2504;0;0;91;8;881
NEUROCHIR;2014;690782834;690000724;1;0;0;;0;;1;0;;0;;;;;0;;175;0;1711;0;0;0;0;0;108;304;0;0;0
NEUROCHIR;2014;690784178;690781810;1;1;1;10;1;6;;;;;;1;1;1;1;1;5039;540;33888;839;102;4972;367;2811;863;2095;383;17;2380
NEUROCHIR;2014;740000237;740781133;1;0;0;;0;;1;1;;1;407;1;0;0;0;0;694;7;4834;7;0;25;81;359;115;328;0;0;0
NEUROCHIR;2014;750000499;750140014;1;1;1;4;1;;1;1;;0;;1;1;1;0;1;1595;32;11257;26;0;158;129;2212;389;1130;212;14;1534
NEUROCHIR;2014;750000549;750150229;0;0;0;;1;6;1;1;779;0;;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;690;68;3642
NEUROCHIR;2014;750100042;750712184;1;0;0;5;0;1;1;1;755;0;;1;1;0;0;1;1775;109;10552;8;1;21;137;1935;484;2649;378;11;1919
NEUROCHIR;2014;750100125;750712184;1;1;1;7;1;4;1;0;;0;;1;1;1;0;1;4334;171;30137;21;3;151;316;6423;1360;1692;232;9;2231
NEUROCHIR;2014;750100208;750712184;1;1;1;8;1;8;1;1;1010;1;150;0;1;1;1;1;18;0;73;1414;76;4607;815;2939;930;2713;0;0;0
NEUROCHIR;2014;750120016;750821092;1;0;0;;0;;1;0;;0;;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;760000158;760780239;1;1;1;5;1;0;1;1;;0;;1;1;1;1;1;2263;67;20122;18;1;145;245;2821;648;1168;68;4;475
NEUROCHIR;2014;800000192;800000044;1;1;1;;1;;0;;;;;;;;;;1432;43;9968;140;16;596;291;1562;56;224;81;0;494
NEUROCHIR;2014;800006124;800000044;1;1;1;2;1;1;1;1;500;0;;1;1;0;1;1;371;7;2322;17;2;58;70;377;3;7;18;1;140
NEUROCHIR;2014;830100574;750821092;1;0;0;;1;1;1;0;;1;700;1;0;0;0;1;717;9;6263;1;0;2;0;0;0;0;128;18;426
NEUROCHIR;2014;860000223;860013077;1;1;0;;0;;1;0;;0;;1;1;0;1;1;1766;44;9649;43;3;208;467;3600;171;191;174;3;1534
NEUROCHIR;2014;870000064;870000015;1;0;1;8;1;4;1;1;;0;;1;1;1;1;1;1943;46;13525;5;0;14;83;809;16;43;222;3;1180
NEUROCHIR;2014;920000650;920150059;1;0;0;2;1;;1;0;;0;;1;1;0;0;1;1198;6;8228;22;0;74;53;675;758;766;231;16;882
NEUROCHIR;2014;920100039;750712184;1;1;1;6;1;8;0;1;;1;;1;1;1;0;1;1952;380;10382;32;8;135;241;2616;292;427;203;9;1285
NEUROCHIR;2014;930300025;930000393;1;;1;7;0;;1;0;;0;;1;0;1;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2014;940100027;750712184;1;1;1;6;1;0;1;1;;1;;1;1;0;0;1;1986;686;9104;10;0;50;282;1180;234;1305;162;6;1018
NEUROCHIR;2014;940100043;750712184;1;0;0;0;0;0;1;1;250;0;;1;1;0;1;1;1280;32;10609;19;0;122;202;1902;477;1083;237;14;1519
NEUROCHIR;2014;970100442;970100228;1;0;0;0;0;;1;1;;0;;1;1;1;1;0;768;242;3349;12;1;62;71;403;15;59;0;0;0
NEUROCHIR;2014;970211215;970211207;1;0;0;6;0;2;0;0;;0;;1;0;0;1;0;394;21;3253;1;0;11;17;137;100;941;6;0;29
NEUROCHIR;2014;970400057;970408589;1;1;1;4;1;1;1;1;58;1;;1;;0;;;889;17;5036;19;1;94;217;1052;9;8;75;0;675
NEUROCHIR;2013;060785003;060785011;1;33;1;1;0;;1;1;600;1;300;1;1;0;1;1;1856;117;9755;23;3;84;346;1855;375;1575;102;2;497
NEUROCHIR;2013;130780521;130786049;1;40;0;0;;;;;;;;;;;;;1240;18;11800;19;1;169;179;1081;226;658;0;0;0
NEUROCHIR;2013;130783293;130786049;1;67;0;1;0;;1;1;12;0;;1;1;1;0;1;3725;77;20880;43;1;160;196;2585;782;1929;287;9;2150
NEUROCHIR;2013;130784051;130037823;1;101;1;1;1;3;1;0;;0;;1;1;1;0;1;4832;11;28059;0;0;0;649;4371;621;5823;152;0;854
NEUROCHIR;2013;140000209;140000100;1;50;0;1;0;0;1;1;270;0;;1;0;0;0;1;2470;61;14821;17;1;73;232;2587;306;1359;204;7;1657
NEUROCHIR;2013;140017237;140003278;1;32;0;1;0;;1;0;;0;;1;0;0;0;0;2225;0;9402;0;0;0;0;0;11;131;0;0;0
NEUROCHIR;2013;210987558;210780581;1;26;0;1;0;;;;;1;1550;1;;;0;1;1679;42;7485;15;0;67;214;1402;114;629;214;11;1337
NEUROCHIR;2013;250006954;250000015;1;39;0;0;0;;1;1;;1;;1;0;1;0;1;1968;49;11029;35;1;137;86;730;184;283;119;0;1238
NEUROCHIR;2013;290004324;290000017;1;50;0;1;0;0;1;1;4380;0;;1;0;1;0;1;2026;25;13682;17;1;63;65;628;22;48;20;1;173
NEUROCHIR;2013;2B0000012;2B0000020;1;20;0;0;0;;0;0;;0;;1;0;0;0;0;816;34;4748;11;1;47;40;491;17;58;0;0;0
NEUROCHIR;2013;300780152;300000114;1;21;0;0;0;0;1;1;;0;;1;1;1;0;0;1510;3;7062;4;0;32;38;468;202;1842;0;0;0
NEUROCHIR;2013;300782117;300780038;1;10;0;0;0;;1;1;;1;;1;0;0;0;0;353;3;2639;2;0;9;46;445;26;8;0;0;0
NEUROCHIR;2013;310780283;310000112;1;34;0;1;;;1;;;;;1;1;1;0;1;3067;1502;9174;5;0;19;27;230;146;852;0;0;0
NEUROCHIR;2013;310781000;310788880;1;35;1;1;1;74;1;0;;0;;1;0;1;0;1;3450;5;15012;1;0;1;70;377;220;623;26;0;170
NEUROCHIR;2013;310783048;310781406;1;38;1;1;1;1;1;1;;1;;1;1;1;1;1;1309;16;9806;210;12;824;183;1982;442;1195;195;14;1223
NEUROCHIR;2013;310783055;310781406;1;46;1;1;1;;1;1;;1;;1;1;1;1;1;1830;33;12499;12;0;65;253;2407;405;1458;164;2;1074
NEUROCHIR;2013;330781360;330781196;1;75;1;1;0;0;;0;;0;;1;1;0;1;1;2454;119;19960;194;11;849;610;5975;1390;3409;343;33;859
NEUROCHIR;2013;340015502;340000512;1;30;0;0;;;;0;;0;;;;;;;337;1;1584;1;0;4;14;37;118;173;0;0;0
NEUROCHIR;2013;340782085;340780477;1;54;0;1;1;6;1;;;;;1;1;1;1;1;2368;56;13366;330;18;1626;112;2094;785;2085;491;99;1991
NEUROCHIR;2013;350000741;350005179;1;48;0;1;0;;;1;2500;1;1500;1;1;1;1;1;2304;43;14981;37;2;163;123;1056;357;1643;296;13;1220
NEUROCHIR;2013;370000499;370000481;1;15;0;0;0;;0;0;;0;;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2013;370000861;370000481;1;36;1;1;1;;;1;;0;;1;0;1;1;1;2508;551;9572;17;7;32;163;2043;630;3327;249;75;1390
NEUROCHIR;2013;380000067;380780080;1;45;1;1;0;0;1;1;2200;0;;1;1;0;1;1;2028;48;11591;26;1;143;331;1142;318;991;189;13;1112
NEUROCHIR;2013;420785354;420784878;1;57;1;1;1;2;1;1;;;;1;1;0;1;1;2195;266;16870;31;14;79;201;893;131;387;122;2;861
NEUROCHIR;2013;440017598;440000289;1;42;0;0;0;;1;;;;;;;;;;1856;137;9943;15;1;33;374;1662;248;408;287;15;1278
NEUROCHIR;2013;450002613;450000088;1;17;1;0;1;;1;;;;;1;0;1;0;0;925;14;4666;8;0;102;82;1155;16;24;0;0;0
NEUROCHIR;2013;490000049;490000031;1;36;0;1;1;1;1;1;3250;0;;1;0;0;1;1;1775;36;10313;8;1;29;135;731;10;54;156;11;945
NEUROCHIR;2013;510004302;510000029;1;38;0;1;1;5;1;0;0;0;0;1;1;0;0;1;2446;471;8421;9;0;31;34;436;593;1659;135;9;827
NEUROCHIR;2013;540001138;540002078;1;84;1;1;1;8;1;1;;1;;1;1;1;0;1;2818;37;26501;9;1;57;207;3150;247;1735;292;11;1997
NEUROCHIR;2013;540002698;540002078;1;8;0;0;0;0;1;1;;1;;0;0;0;1;0;4;0;17;366;14;2176;0;0;0;0;0;0;0
NEUROCHIR;2013;590000618;590782215;1;28;1;0;0;;1;1;327;1;17;1;0;0;0;0;1189;17;8391;10;1;66;173;1054;74;236;0;0;0
NEUROCHIR;2013;590780268;590053955;1;10;1;0;0;;0;0;;0;;1;0;0;0;0;1004;0;4535;4;0;16;46;73;5;4;0;0;0
NEUROCHIR;2013;590796975;590780193;1;129;1;1;1;1;;1;3337;;;1;1;1;1;;6697;1947;31079;846;152;3400;338;4173;32;681;270;19;1739
NEUROCHIR;2013;630000404;630780989;1;60;1;1;1;2;1;0;;1;1222;1;1;1;1;1;2722;71;18573;85;5;427;193;4099;24;667;171;5;1505
NEUROCHIR;2013;640000162;640780417;1;21;0;1;0;;;0;;0;;1;1;1;0;1;914;29;7217;14;0;66;46;760;164;279;0;0;0
NEUROCHIR;2013;640780946;640000469;0;;0;0;0;;1;;;;;1;;0;1;0;80;6;531;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2013;660000084;660780180;1;23;1;1;0;;1;0;;0;;1;0;0;0;0;895;46;6399;13;0;69;103;537;70;297;0;0;0
NEUROCHIR;2013;670783273;670780055;1;62;0;1;0;0;1;0;;0;;1;1;0;1;1;2199;159;17253;16;0;118;155;1577;27;902;169;10;1228
NEUROCHIR;2013;680000684;680000973;1;45;0;0;1;1;1;1;1000;1;;1;1;0;0;1;2221;28;14361;7;0;32;179;2483;0;0;116;0;1197
NEUROCHIR;2013;690780648;690036900;0;;0;0;0;;0;;;;;0;0;0;0;1;487;0;1439;0;0;0;0;0;2;4;0;0;0
NEUROCHIR;2013;690782834;690000724;0;;0;0;0;;0;0;;0;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2013;690784178;690781810;1;138;1;1;1;6;0;;;;;1;1;1;1;1;4896;537;33965;808;45;5089;427;3522;776;2096;391;19;2752
NEUROCHIR;2013;740000237;740781133;1;14;0;0;0;;1;1;238;0;;1;0;0;0;0;697;12;4774;10;1;44;80;306;107;481;0;0;0
NEUROCHIR;2013;750000499;750140014;1;41;1;1;1;;0;1;3627;0;;1;0;1;0;1;1599;25;11238;27;1;166;140;1962;381;1156;174;2;1325
NEUROCHIR;2013;750000549;750150229;1;40;0;0;1;12;1;1;648;0;;1;1;1;1;1;1744;0;7497;532;0;869;0;0;0;0;522;14;3851
NEUROCHIR;2013;750100042;750712184;1;38;1;1;1;;1;1;510;0;;1;1;0;0;1;1711;94;9838;18;2;119;138;1608;666;3083;332;17;1704
NEUROCHIR;2013;750100125;750712184;1;84;1;1;1;;1;1;940;;;1;1;1;0;1;3680;87;26774;24;0;166;325;6495;1320;1491;248;11;2901
NEUROCHIR;2013;750100208;750712184;1;16;1;1;0;;0;1;1000;0;0;0;1;1;1;0;29;2;106;1337;64;4356;844;2791;864;2737;0;0;0
NEUROCHIR;2013;750120016;750821092;1;25;0;0;0;;0;0;;0;;1;;0;0;0;748;13;4714;0;0;0;0;0;0;0;2;0;4
NEUROCHIR;2013;760000158;760780239;1;60;1;1;1;0;1;1;;1;;1;1;1;1;1;2080;38;18081;15;1;102;253;2970;537;947;86;5;417
NEUROCHIR;2013;800000192;800000044;1;50;1;1;1;1;1;0;1354;0;;1;1;0;1;1;1788;45;12596;167;18;748;383;1813;70;285;91;3;441
NEUROCHIR;2013;830100574;750821092;1;20;0;0;1;2;1;0;;1;700;1;0;0;0;0;785;0;5978;0;0;0;0;0;0;0;109;26;452
NEUROCHIR;2013;860000223;860013077;1;33;1;0;0;;1;;;;;;;;1;;2048;42;10355;27;1;126;451;3322;197;222;203;3;2045
NEUROCHIR;2013;870000064;870000015;1;46;0;1;1;4;1;1;;0;;1;1;1;1;1;2146;41;13673;9;1;62;82;792;26;167;205;3;1019
NEUROCHIR;2013;920000650;920150059;1;32;0;0;1;;1;0;;0;;1;1;0;0;1;1093;4;8476;14;0;67;54;589;689;728;214;24;867
NEUROCHIR;2013;920100039;750712184;1;32;1;1;1;8;;1;;1;;1;1;1;0;1;1662;245;10569;33;3;310;185;3320;404;586;271;12;1356
NEUROCHIR;2013;930300025;930000393;1;20;0;1;0;;1;0;;0;;1;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2013;940100027;750712184;1;35;1;1;1;;1;1;;0;;1;1;0;0;1;2052;718;9011;13;3;46;203;982;308;1214;165;4;906
NEUROCHIR;2013;940100043;750712184;1;35;0;0;0;0;1;1;150;;;1;1;1;1;1;1266;52;9985;23;4;92;238;2372;332;739;237;15;1591
NEUROCHIR;2013;970100442;970100228;1;11;0;0;0;;0;0;;0;;0;0;0;0;0;651;221;3342;4;0;18;63;666;31;124;0;0;0
NEUROCHIR;2013;970211215;970211207;1;13;0;1;0;2;1;0;;0;;1;0;0;1;0;431;26;3608;4;0;18;14;145;105;1197;5;0;52
NEUROCHIR;2013;970400057;970408589;1;18;1;;1;1;1;1;92;1;70;1;1;0;1;1;826;29;5530;21;2;105;230;1616;0;0;90;2;637
