"year","specialite_id","source","time","time_type","exp","mean","std","q10","q25","q50","q75","q90","min","max","date","key","meanw"
25,9,PA,45,HP,-0.08,2.0088254030769144,2.064768795851697,0.11690062426984033,0.47268317667463366,1.2899359403859063,2.9544998887214056,4.996478447278603,0.0,25.261792471903235,2026-01-18 12:19:51.214,663007820754,3.0744536378742287
25,8,PA,45,HP,-0.08,5.813371283573255,4.746011525683035,0.9840705358632075,2.1661584732653623,4.425710554593733,8.392053125809172,13.124057316441615,0.0,68.86276991492012,2026-01-18 12:10:13.789,257806888364,8.113292925503861
25,7,PA,45,HP,-0.08,2.1118948449578627,2.4222188800421454,0.1036285419888608,0.4243333590433554,1.1852723102783969,2.935076814785757,5.708513382848758,0.0,60.63206427667364,2026-01-18 12:00:38.411,773764463495,3.272569143188821
25,6,PA,45,HP,-0.08,3.989636317715061,3.4039212503107934,0.6486430651734473,1.4238034256891876,2.925611110583742,5.693157444225568,9.189806747234057,0.0,33.68837057566162,2026-01-18 11:51:05.729,399973979658,5.6955713522758336
25,5,PA,45,HP,-0.08,6.752085414093324,7.4322096063411065,0.5045098622977067,1.606140675716004,3.9049875698626395,9.221148512444765,17.742481547261843,0.0,118.03239966537629,2026-01-18 11:41:26.154,812359715677,10.696766332245344
25,4,PA,45,HP,-0.08,1.781579368074219,1.777477639691819,0.17782873530733834,0.48678682610673774,1.147400084971905,2.5438528941198717,4.482097506603336,0.0,19.28289589875039,2026-01-18 11:31:51.692,423940055921,2.6094367109556393
25,3,PA,45,HP,-0.08,2.1175341843791657,2.4608721280003176,0.11895243771862721,0.4346323617282721,1.170246236480848,2.85610038164704,5.929539046396897,0.0,62.491156477996796,2026-01-18 11:22:21.143,573843412587,3.216493910355765
25,2,PA,45,HP,-0.08,3.882559098861965,4.571065796655132,0.13152669103614265,0.7279352569302135,2.175549810029316,5.459089484422167,9.97986957349143,0.0,35.07080713778333,2026-01-18 11:12:48.921,179454986607,5.956718711156188
25,1,PA,45,HP,-0.08,5.269050485681663,6.855446225581162,0.4509155600682872,1.0743410635800268,2.496818383782331,6.371033115010973,14.604403394708081,0.0,58.21943000269917,2026-01-18 11:03:10.447,185641220135,8.382309821638074
24,9,PA,45,HP,-0.08,2.000314148918191,2.0640004546945456,0.11579673891291849,0.4633520527177478,1.2782670383071262,2.9493718174538146,4.989786390408679,0.0,25.261792471903235,2026-01-18 07:59:13.866,518555281788,3.0645282173109556
24,8,PA,45,HP,-0.08,5.8030180148335555,4.746656895648225,0.9700699804770782,2.14324312700646,4.421261660410191,8.388343570699334,13.063793814927788,0.0,68.86317791119707,2026-01-18 07:49:36.533,265245979943,8.101375023904433
24,7,PA,45,HP,-0.08,2.112016432167379,2.4049461488330466,0.10793158027177654,0.4368935252151237,1.1979464280485486,2.924645338604142,5.681213861266544,0.0,60.63206427667364,2026-01-18 07:40:00.743,758402257596,3.2668730637040864
24,6,PA,45,HP,-0.08,4.006856580597724,3.4160645878594056,0.6626713275045494,1.4269307423646134,2.935672290305526,5.732839324313802,9.212308848580692,0.0,33.68837057566162,2026-01-18 07:30:30.106,921572834266,5.719643996653505
24,5,PA,45,HP,-0.08,6.750575598767247,7.437124030551271,0.5011425154836059,1.607015170148824,3.9112815250177304,9.229327453098929,17.729625363491472,0.0,118.03239966537629,2026-01-18 07:20:53.702,12135273660,10.696792720830146
24,4,PA,45,HP,-0.08,1.7837030584041234,1.77082288549347,0.17946498228813348,0.49205807469388635,1.1568203438704265,2.547719693752899,4.445220367187441,0.0,19.27574505042455,2026-01-18 07:11:21.204,557150737307,2.6065697340013823
24,3,PA,45,HP,-0.08,2.1323919155258113,2.459633899006489,0.12285113306350635,0.4448586497336068,1.1925174136088708,2.8804579572385673,5.910918699155839,0.0,62.491156477996796,2026-01-18 07:01:52.404,715419707145,3.235928099900729
24,2,PA,45,HP,-0.08,3.8634383877047602,4.543016396224018,0.13149930054110623,0.7259189022351888,2.1772650501892903,5.439251788521012,9.885599029988704,0.0,35.079646430960935,2026-01-18 06:52:23.810,723166368465,5.923975542092523
24,1,PA,45,HP,-0.08,5.269313736334178,6.872354771942994,0.43920548471925097,1.0655634014449649,2.485339220969309,6.3909004856665295,14.58323183164568,0.0,69.863316003239,2026-01-18 06:42:46.171,765453776608,8.385545619749779
23,9,PA,45,HP,-0.08,2.0003882940789524,2.0278433419703297,0.12918041128588753,0.47236752642255125,1.2983414754301106,2.9825302341382582,4.947028137025978,0.0,25.402219104104663,2026-01-18 03:38:34.472,295601401572,3.0439628650947737
23,8,PA,45,HP,-0.08,5.5377425224600785,4.594865090524995,0.9587655917392431,2.0077911025193353,4.107113796925605,8.068995113022396,12.521104624438756,0.0,61.2625146712673,2026-01-18 03:28:43.615,83421465450,7.807044453262778
23,7,PA,45,HP,-0.08,2.0651230758620107,2.3358008381914925,0.1134569289556344,0.41882877334639834,1.1830969869847436,2.878638695081229,5.535369691509727,0.0,59.88602361508863,2026-01-18 03:18:53.149,559118271637,3.206684822456484
23,6,PA,45,HP,-0.08,3.976205178179995,3.403391207381508,0.6405702498170253,1.4056303586954493,2.9144662115635542,5.633987348462466,9.281460370922622,0.0,45.478555551099795,2026-01-18 03:09:03.473,170754622671,5.686034185961344
23,5,PA,45,HP,-0.08,6.882549013727354,7.240235619139275,0.6519120695317336,1.7820198680525972,4.1413491228263215,9.510954472313713,17.834316404372892,0.0,118.23476847188813,2026-01-18 02:59:09.617,50619290602,10.785050401926906
23,4,PA,45,HP,-0.08,1.7661805987425965,1.7507051070313615,0.17130833200446346,0.4858398479586231,1.1422067255992783,2.530638747971227,4.394880521083765,0.0,19.239558261739997,2026-01-18 02:49:22.730,666027268442,2.603387102595971
23,3,PA,45,HP,-0.08,2.2104385873599037,2.4653289656116444,0.15774597163172185,0.5075212697858512,1.282455831330624,2.995465693958042,5.96601936729167,0.0,45.127088109156965,2026-01-18 02:39:40.021,805155414318,3.337068679237545
23,2,PA,45,HP,-0.08,3.7613650654818227,4.410050501633066,0.11899420614460351,0.7166703398422913,2.1239897122912614,5.280930151130018,9.681573174541395,0.0,37.357157968782005,2026-01-18 02:29:54.885,216795722009,5.736365175859966
23,1,PA,45,HP,-0.08,5.1805414007850805,6.74187501307787,0.4201267796055522,1.0929230600056021,2.490037641930589,6.250281397062303,14.242256612380185,0.0,44.88326742739223,2026-01-18 02:20:08.664,140619120110,8.186665762897457
22,9,PA,45,HP,-0.08,2.011785591240743,2.000624972988569,0.13215009906416544,0.4825707432603768,1.3462921357768654,3.0108953215099046,4.929541256699978,0.0,25.41326745526258,2026-01-17 23:15:07.864,550973016339,3.050168911260281
22,8,PA,45,HP,-0.08,5.395903969830894,4.497402328041328,0.8937805956459405,1.9641004583917465,4.017154355814407,7.9154449026040545,12.151966649184788,0.0,72.9115573672947,2026-01-17 23:05:26.785,616386662560,7.6235245976453205
22,7,PA,45,HP,-0.08,2.034822740303144,2.3051838065860113,0.10551575762215208,0.40945178838167184,1.163001972862459,2.8618799533473367,5.485577145107237,0.0,59.86060792362462,2026-01-17 22:55:49.700,886963328186,3.1645395336251765
22,6,PA,45,HP,-0.08,4.023511909083997,3.443539247251007,0.6769944613895323,1.4488006719690554,2.9315296873397934,5.674976859749719,9.379300923955952,0.0,48.463433913871846,2026-01-17 22:46:14.661,931316667632,5.737583435038889
22,5,PA,45,HP,-0.08,7.035239852657509,7.25775691015776,0.7374749777689353,1.8819354177580165,4.319625770657212,9.709971076666497,18.0058581116607,0.0,118.28395578917626,2026-01-17 22:36:33.863,342247997130,10.94346860004438
22,4,PA,45,HP,-0.08,1.7591459139480425,1.7408890218998583,0.1707240942946595,0.47740826217237464,1.1454840831111515,2.5387125508344357,4.353488074665951,0.0,21.780280852850733,2026-01-17 22:26:58.422,541709335245,2.589621546363255
22,3,PA,45,HP,-0.08,2.246509399657918,2.4844711042406193,0.17624000218206826,0.5343560426186047,1.3082975726810986,3.018128221406997,6.041801158698056,0.0,45.192775992911,2026-01-17 22:17:26.124,908687326457,3.3852728344784184
22,2,PA,45,HP,-0.08,3.687508906149603,4.301587013123853,0.11044274078677623,0.7049679608590715,2.101105817587023,5.18924666080988,9.464030289464072,0.0,42.641404504505914,2026-01-17 22:07:51.163,814913713853,5.623655666868146
22,1,PA,45,HP,-0.08,5.108828012199107,6.706891022161451,0.4190348912353223,1.0523679829568526,2.4000393005746483,6.176874049736314,14.065605601079222,0.0,45.703847203077835,2026-01-17 21:58:11.926,234198421540,8.079143066693074
21,9,PA,45,HP,-0.08,2.033532443063009,1.978681325039911,0.16633757990498724,0.523910149590072,1.3857596174164981,3.03144439116869,4.891002051449954,0.0,25.406095535777695,2026-01-17 18:53:23.196,335983927402,3.0642001743853426
21,8,PA,45,HP,-0.08,5.381800894128526,4.487122897921041,0.9473163336860659,1.9729282857722055,3.9823519461933072,7.805442087372686,12.099736666003547,0.0,61.34311176070986,2026-01-17 18:43:45.513,568983539961,7.595187044448041
21,7,PA,45,HP,-0.08,2.063396804761788,2.291596729694042,0.10173230449288748,0.4243093654968497,1.1941048301683217,2.9087499520638915,5.5484452146684236,0.0,35.726985368927906,2026-01-17 18:34:09.608,228251602228,3.200430060338265
21,6,PA,45,HP,-0.08,4.117490696443017,3.5492672392993967,0.6999525680053862,1.4890956426199708,2.9721325773764966,5.792260708513135,9.659897096229823,0.0,88.7207258328183,2026-01-17 18:24:34.102,487802845236,5.876190322020643
21,5,PA,45,HP,-0.08,7.194009830534542,7.325319083280386,0.7939354500225951,1.9909470790691395,4.458200135716758,9.924212646243024,18.34357179118177,0.0,67.70571051463286,2026-01-17 18:14:55.539,737315855468,11.17767904735141
21,4,PA,45,HP,-0.08,1.7954657279909072,1.764400801404928,0.18168168581861094,0.4953469857893551,1.1733722559724387,2.58946616731146,4.439233195574561,0.0,21.748591835399484,2026-01-17 18:05:20.265,412755811583,2.642336651139216
21,3,PA,45,HP,-0.08,2.295930503157037,2.52979739338589,0.18648292873248382,0.5618565378641432,1.3588730534347508,3.076420901889176,6.087718026754563,0.0,80.31047708304209,2026-01-17 17:55:48.157,486042543054,3.4451327485413827
21,2,PA,45,HP,-0.08,3.657654914012394,4.3002828177259405,0.0923909345597395,0.6752047417329802,2.0784629131894166,5.157501181744855,9.423492578656159,0.0,48.46595188597309,2026-01-17 17:46:14.714,783081658013,5.601104498790352
21,1,PA,45,HP,-0.08,5.114622554107646,6.665540121441705,0.4127999381328677,1.0631994047353805,2.4298422187868534,6.21214949264261,14.035533736696872,0.0,45.50866818791603,2026-01-17 17:36:34.457,947170350491,8.052436770601371
20,9,PA,45,HP,-0.08,2.030831747180851,1.98145949914103,0.16652016896324465,0.526803953329483,1.376652519504601,3.0359368776268076,4.85841508892108,0.0,26.742438637438397,2026-01-17 14:29:01.108,638183515411,3.050144288632257
20,8,PA,45,HP,-0.08,5.396560620933763,4.5122335935963305,0.9382142909620375,1.9955201507261358,3.990911038383964,7.817395479935085,12.13681782296969,0.0,63.42205861153119,2026-01-17 14:19:07.912,471839804550,7.620913029018285
20,7,PA,45,HP,-0.08,2.051857298331554,2.2641743564398014,0.10196575653436303,0.4132681386946859,1.1910529204382847,2.911857437757138,5.534139285638617,0.0,35.94106272254778,2026-01-17 14:09:16.721,166392530190,3.1942746100614627
20,6,PA,45,HP,-0.08,4.241993947800786,3.653260282416501,0.6832550167980961,1.5082084927153347,3.0591652415513813,6.000926973274217,10.029242705524204,0.0,87.70898633437666,2026-01-17 13:59:27.315,561447036972,6.078968492968439
20,5,PA,45,HP,-0.08,7.415329446210171,7.474397225378527,0.8539874519186889,2.0799155778351417,4.654808718913572,10.309184877319836,18.679240529515177,0.0,124.45073459259197,2026-01-17 13:49:30.602,638580661046,11.487403520185307
20,4,PA,45,HP,-0.08,1.8217355411555176,1.7631251418293092,0.18589771093949042,0.5111040073599292,1.2136011394757176,2.6489587009035525,4.466523978410679,0.0,19.994972222096266,2026-01-17 13:39:39.837,571980028103,2.6671960508471377
20,3,PA,45,HP,-0.08,2.393514649918034,2.5912029373653196,0.21810318327314954,0.6129372034718945,1.4251265070758163,3.260246736223394,6.237509582068836,0.0,80.05896082867464,2026-01-17 13:29:54.322,147436278050,3.5944718134265825
20,2,PA,45,HP,-0.08,3.61236383729762,4.191210684916756,0.09377441604404181,0.6716804856479105,2.0487786278041904,5.147457537511811,9.334396833199502,0.0,35.06445946139372,2026-01-17 13:20:08.580,630242599301,5.526447753523097
20,1,PA,45,HP,-0.08,5.092898806948672,6.700464325785964,0.379184134867859,0.9891647673068032,2.4131201474085744,6.175397309343933,14.085969379220435,0.0,50.585890247542416,2026-01-17 13:10:13.601,231678158355,8.033550785417889
